age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,previous,poutcome,output
55,admin.,divorced,university.degree,no,yes,no,cellular,nov,mon,288,2,0,nonexistent,no
54,blue-collar,married,basic.4y,no,no,no,cellular,jul,mon,168,5,0,nonexistent,no
48,self-employed,married,university.degree,unknown,no,no,telephone,may,tue,138,8,0,nonexistent,no
33,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,239,2,0,nonexistent,no
37,admin.,married,high.school,no,unknown,unknown,cellular,jul,thu,294,1,1,failure,yes
52,blue-collar,married,basic.9y,no,no,no,cellular,aug,tue,329,3,0,nonexistent,no
54,blue-collar,single,unknown,no,yes,no,cellular,jul,mon,122,2,0,nonexistent,no
66,unemployed,single,basic.4y,no,yes,no,cellular,apr,thu,416,1,0,nonexistent,yes
35,management,married,university.degree,no,yes,no,cellular,nov,fri,152,1,0,nonexistent,no
46,admin.,single,high.school,no,no,no,cellular,jul,wed,251,3,0,nonexistent,no
45,technician,married,high.school,no,no,no,cellular,jul,tue,58,1,0,nonexistent,no
40,admin.,married,university.degree,no,no,no,cellular,aug,wed,154,2,0,nonexistent,no
32,blue-collar,married,basic.9y,no,yes,yes,cellular,may,fri,73,3,0,nonexistent,no
59,housemaid,divorced,university.degree,no,yes,no,cellular,jul,tue,226,1,0,nonexistent,no
28,admin.,married,high.school,no,no,no,cellular,may,fri,35,3,1,failure,no
32,blue-collar,married,basic.6y,no,yes,no,telephone,jun,fri,16,6,0,nonexistent,no
44,admin.,married,university.degree,unknown,yes,no,telephone,jun,thu,18,2,0,nonexistent,no
38,management,divorced,university.degree,no,no,yes,cellular,apr,fri,131,2,0,nonexistent,no
32,admin.,single,university.degree,no,yes,no,cellular,jul,thu,117,1,0,nonexistent,no
29,admin.,single,university.degree,no,no,no,cellular,aug,mon,62,4,0,nonexistent,no
30,admin.,single,university.degree,no,yes,no,cellular,nov,tue,187,2,0,nonexistent,no
25,services,divorced,high.school,no,no,no,telephone,may,thu,219,4,0,nonexistent,no
26,blue-collar,married,basic.9y,unknown,yes,no,cellular,jul,tue,250,2,0,nonexistent,no
40,services,married,basic.4y,unknown,yes,no,cellular,may,fri,237,1,0,nonexistent,no
57,blue-collar,married,basic.4y,unknown,no,yes,cellular,aug,wed,203,1,0,nonexistent,no
47,services,married,high.school,no,yes,no,cellular,aug,mon,140,2,0,nonexistent,no
37,blue-collar,married,basic.9y,no,no,no,cellular,may,mon,214,8,1,failure,no
45,blue-collar,married,basic.9y,no,no,no,telephone,may,mon,159,3,0,nonexistent,no
46,admin.,married,high.school,no,no,no,cellular,jul,mon,76,10,0,nonexistent,no
32,services,married,professional.course,no,yes,no,cellular,may,tue,146,3,1,failure,no
52,blue-collar,divorced,basic.4y,no,no,no,cellular,apr,thu,474,2,0,nonexistent,no
39,admin.,married,university.degree,no,yes,no,telephone,jun,thu,36,3,0,nonexistent,no
59,retired,married,university.degree,no,yes,no,cellular,aug,wed,160,3,0,nonexistent,no
37,blue-collar,married,basic.4y,no,yes,no,telephone,may,mon,59,4,0,nonexistent,no
73,retired,married,university.degree,no,yes,no,cellular,apr,thu,79,1,1,failure,no
37,self-employed,married,university.degree,no,no,no,cellular,jun,mon,181,2,0,nonexistent,no
45,blue-collar,divorced,basic.4y,unknown,yes,no,cellular,jul,fri,328,1,0,nonexistent,no
27,technician,single,professional.course,no,no,no,telephone,may,fri,230,2,0,nonexistent,no
58,retired,divorced,university.degree,no,yes,no,cellular,apr,wed,48,1,0,nonexistent,no
36,housemaid,married,high.school,no,yes,no,telephone,jun,mon,171,1,0,nonexistent,no
31,management,single,university.degree,no,yes,no,cellular,jul,thu,166,3,0,nonexistent,no
50,housemaid,married,unknown,no,no,no,cellular,aug,tue,287,3,0,nonexistent,no
33,blue-collar,single,basic.9y,unknown,no,no,cellular,may,thu,1075,1,1,failure,yes
47,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,tue,110,2,0,nonexistent,no
47,blue-collar,married,basic.4y,unknown,unknown,unknown,telephone,may,tue,66,2,0,nonexistent,no
45,services,married,high.school,unknown,no,no,cellular,jul,mon,174,1,0,nonexistent,no
40,admin.,single,high.school,no,yes,no,telephone,nov,thu,119,2,0,nonexistent,no
27,self-employed,single,university.degree,no,no,no,cellular,may,thu,223,1,0,nonexistent,no
36,technician,married,basic.6y,no,no,no,cellular,apr,mon,316,2,1,failure,no
41,admin.,divorced,high.school,no,yes,yes,cellular,aug,thu,98,3,0,nonexistent,no
52,admin.,married,high.school,no,no,no,cellular,nov,fri,165,1,1,failure,no
35,services,single,high.school,no,yes,no,telephone,mar,tue,187,3,0,nonexistent,yes
37,management,married,university.degree,no,unknown,unknown,telephone,may,fri,107,1,0,nonexistent,no
52,admin.,divorced,high.school,no,yes,yes,cellular,may,mon,110,1,1,failure,no
28,student,single,basic.9y,unknown,yes,no,telephone,may,thu,213,2,0,nonexistent,no
30,management,married,university.degree,no,no,no,cellular,aug,fri,122,1,0,nonexistent,no
31,blue-collar,married,basic.4y,no,no,no,cellular,may,wed,128,1,1,failure,no
46,self-employed,married,university.degree,no,yes,no,cellular,aug,wed,165,3,0,nonexistent,no
68,retired,married,high.school,no,yes,no,cellular,oct,tue,88,1,2,failure,no
30,blue-collar,single,high.school,no,no,no,cellular,nov,mon,250,1,0,nonexistent,yes
45,entrepreneur,divorced,university.degree,no,no,yes,cellular,jul,thu,216,1,0,nonexistent,no
32,blue-collar,single,basic.6y,no,no,no,cellular,apr,mon,87,4,0,nonexistent,no
31,services,divorced,high.school,no,yes,no,cellular,nov,mon,266,2,0,nonexistent,no
39,admin.,married,professional.course,no,yes,yes,cellular,jun,tue,145,1,0,nonexistent,no
71,retired,married,basic.4y,no,no,no,cellular,oct,tue,207,1,0,nonexistent,yes
27,services,single,basic.9y,no,yes,yes,cellular,jul,tue,88,6,0,nonexistent,no
45,unknown,married,unknown,no,yes,no,telephone,may,thu,251,1,0,nonexistent,no
58,retired,single,professional.course,no,yes,no,cellular,apr,wed,1288,3,0,nonexistent,yes
32,admin.,single,university.degree,no,no,no,telephone,may,mon,470,4,0,nonexistent,no
35,admin.,married,university.degree,unknown,no,no,cellular,jul,tue,105,2,0,nonexistent,no
50,admin.,married,basic.9y,no,unknown,unknown,cellular,may,thu,446,6,1,failure,no
46,blue-collar,single,basic.9y,unknown,no,no,cellular,jul,thu,121,1,0,nonexistent,no
31,admin.,single,basic.9y,no,yes,no,cellular,jul,mon,114,2,0,nonexistent,no
42,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,123,1,0,nonexistent,no
29,blue-collar,married,basic.6y,no,unknown,unknown,telephone,may,fri,8,7,0,nonexistent,no
45,technician,single,professional.course,no,no,no,cellular,apr,thu,370,3,1,failure,no
34,blue-collar,married,unknown,no,yes,no,telephone,jul,thu,15,25,0,nonexistent,no
30,admin.,single,university.degree,no,no,no,cellular,nov,thu,319,5,0,nonexistent,no
42,admin.,married,unknown,no,no,no,cellular,apr,fri,952,1,1,failure,yes
27,admin.,single,basic.9y,no,yes,yes,telephone,may,wed,264,1,0,nonexistent,no
57,management,married,university.degree,unknown,no,no,telephone,may,tue,190,3,0,nonexistent,no
28,blue-collar,single,basic.9y,no,yes,no,cellular,may,wed,149,1,0,nonexistent,no
26,unemployed,single,high.school,no,yes,no,telephone,jun,thu,22,1,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,cellular,nov,wed,162,1,0,nonexistent,no
39,admin.,married,high.school,no,yes,no,cellular,apr,wed,110,1,0,nonexistent,no
33,admin.,single,university.degree,no,no,no,telephone,nov,thu,109,1,0,nonexistent,no
49,unemployed,married,professional.course,no,yes,no,telephone,nov,thu,226,1,0,nonexistent,yes
24,student,married,university.degree,no,no,no,telephone,may,tue,139,3,0,nonexistent,no
37,admin.,divorced,high.school,no,no,no,cellular,apr,fri,156,1,1,failure,no
46,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,239,1,0,nonexistent,no
35,services,single,high.school,no,no,no,cellular,jul,tue,191,1,0,nonexistent,no
58,management,married,unknown,unknown,yes,no,telephone,may,fri,106,1,0,nonexistent,no
37,technician,married,university.degree,no,yes,no,cellular,may,tue,370,3,0,nonexistent,no
32,admin.,married,professional.course,no,yes,no,cellular,oct,tue,169,1,0,nonexistent,no
38,blue-collar,single,basic.4y,no,no,no,telephone,may,wed,17,7,0,nonexistent,no
26,technician,married,professional.course,no,yes,no,cellular,may,fri,11,5,0,nonexistent,no
32,admin.,single,university.degree,no,no,no,cellular,jul,tue,1027,1,0,nonexistent,no
37,blue-collar,divorced,basic.9y,no,yes,yes,cellular,apr,mon,156,1,0,nonexistent,no
30,technician,single,professional.course,no,yes,no,cellular,jul,mon,136,5,0,nonexistent,no
38,admin.,married,university.degree,no,no,no,cellular,aug,thu,326,1,0,nonexistent,no
39,technician,married,professional.course,no,no,yes,telephone,may,fri,110,2,0,nonexistent,no
37,admin.,married,university.degree,no,yes,yes,cellular,nov,fri,215,1,0,nonexistent,no
26,blue-collar,single,basic.9y,no,no,no,cellular,jul,wed,1139,1,0,nonexistent,yes
32,blue-collar,single,high.school,no,yes,no,cellular,nov,wed,108,1,0,nonexistent,no
34,management,married,unknown,no,yes,no,telephone,may,fri,181,16,0,nonexistent,no
31,admin.,married,university.degree,no,no,no,telephone,may,fri,370,3,0,nonexistent,no
34,blue-collar,married,basic.4y,no,yes,no,cellular,jun,mon,75,2,0,nonexistent,no
78,retired,divorced,high.school,no,no,no,cellular,sep,thu,238,1,2,failure,no
28,services,married,high.school,no,yes,no,telephone,may,tue,485,1,0,nonexistent,no
30,admin.,single,university.degree,no,no,yes,cellular,jul,tue,127,2,0,nonexistent,no
66,retired,married,university.degree,no,no,yes,cellular,aug,mon,315,1,0,nonexistent,no
56,services,married,basic.9y,unknown,no,no,telephone,may,wed,44,5,0,nonexistent,no
28,management,married,university.degree,no,yes,yes,cellular,jul,wed,329,4,0,nonexistent,no
24,student,single,high.school,no,no,no,cellular,jun,tue,253,1,0,nonexistent,no
46,admin.,divorced,basic.6y,no,yes,no,cellular,may,mon,18,5,0,nonexistent,no
34,blue-collar,married,university.degree,no,yes,yes,cellular,may,fri,183,1,0,nonexistent,no
49,blue-collar,married,basic.4y,no,no,no,telephone,may,fri,122,1,0,nonexistent,no
34,admin.,single,university.degree,no,yes,no,telephone,jun,mon,100,1,0,nonexistent,no
25,services,single,high.school,no,no,no,cellular,jul,wed,643,1,0,nonexistent,no
37,blue-collar,married,basic.9y,unknown,no,no,cellular,jul,fri,106,2,0,nonexistent,no
62,services,married,high.school,no,yes,no,cellular,nov,wed,154,5,0,nonexistent,no
36,blue-collar,married,basic.9y,no,yes,no,cellular,jul,thu,181,2,0,nonexistent,no
58,technician,divorced,unknown,unknown,yes,no,cellular,jul,mon,341,12,0,nonexistent,no
49,admin.,married,high.school,no,no,no,cellular,aug,thu,96,2,0,nonexistent,no
24,services,married,high.school,no,no,no,cellular,may,thu,166,3,0,nonexistent,no
46,admin.,single,university.degree,no,no,no,telephone,jun,thu,57,6,0,nonexistent,no
34,technician,married,high.school,no,yes,no,cellular,aug,thu,112,5,0,nonexistent,no
29,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,166,7,0,nonexistent,no
35,services,divorced,professional.course,unknown,no,no,telephone,may,tue,806,1,0,nonexistent,no
42,technician,divorced,professional.course,no,yes,yes,cellular,apr,thu,144,1,0,nonexistent,no
44,admin.,married,high.school,no,yes,no,cellular,may,fri,263,1,0,nonexistent,no
31,admin.,married,university.degree,no,yes,no,cellular,oct,tue,107,1,0,nonexistent,no
25,admin.,single,university.degree,no,yes,no,cellular,apr,thu,229,2,0,nonexistent,yes
51,self-employed,married,university.degree,no,yes,yes,cellular,nov,thu,310,3,0,nonexistent,no
47,entrepreneur,married,high.school,no,no,yes,cellular,apr,wed,663,2,0,nonexistent,no
32,admin.,single,university.degree,no,unknown,unknown,cellular,jul,mon,209,2,0,nonexistent,no
43,blue-collar,married,high.school,unknown,unknown,unknown,telephone,may,wed,671,3,0,nonexistent,no
31,blue-collar,married,basic.6y,unknown,yes,no,cellular,may,fri,191,1,0,nonexistent,no
43,technician,single,professional.course,no,no,no,telephone,may,fri,150,1,0,nonexistent,no
29,admin.,single,university.degree,no,no,yes,telephone,may,tue,166,9,0,nonexistent,no
33,services,married,high.school,no,no,no,telephone,may,fri,73,4,0,nonexistent,no
44,blue-collar,married,basic.4y,no,no,yes,cellular,aug,mon,734,2,0,nonexistent,no
36,blue-collar,single,high.school,no,no,no,cellular,jul,thu,288,1,0,nonexistent,no
49,blue-collar,married,basic.6y,no,yes,no,cellular,aug,tue,195,4,0,nonexistent,no
33,admin.,single,university.degree,no,yes,yes,cellular,nov,tue,86,1,0,nonexistent,no
28,student,single,unknown,no,no,no,cellular,jun,wed,208,4,0,nonexistent,no
35,services,single,high.school,no,no,no,cellular,may,tue,71,2,0,nonexistent,no
29,admin.,single,high.school,no,no,no,telephone,oct,thu,330,2,1,success,yes
66,blue-collar,married,unknown,no,yes,no,cellular,may,wed,171,2,2,success,yes
34,admin.,single,university.degree,no,yes,yes,cellular,mar,tue,301,1,2,success,yes
36,services,single,basic.6y,unknown,yes,yes,telephone,may,wed,501,2,0,nonexistent,no
40,technician,married,professional.course,unknown,no,yes,telephone,jul,thu,921,3,0,nonexistent,no
39,blue-collar,married,basic.6y,unknown,no,yes,cellular,nov,wed,188,5,0,nonexistent,no
29,admin.,single,university.degree,no,yes,no,cellular,aug,wed,120,3,0,nonexistent,no
43,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,mon,20,5,0,nonexistent,no
65,retired,married,university.degree,no,no,no,cellular,apr,wed,124,2,0,nonexistent,yes
26,technician,single,professional.course,no,no,no,cellular,jun,mon,175,1,1,failure,no
39,blue-collar,married,basic.4y,no,no,no,cellular,apr,tue,91,1,1,failure,no
52,admin.,married,university.degree,unknown,yes,no,telephone,jun,wed,272,3,0,nonexistent,no
42,blue-collar,married,basic.6y,no,yes,no,cellular,may,wed,172,1,0,nonexistent,no
43,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,465,1,0,nonexistent,no
60,technician,married,basic.4y,no,yes,no,cellular,oct,tue,595,2,1,success,yes
36,management,married,university.degree,no,yes,no,cellular,nov,wed,161,2,0,nonexistent,no
58,technician,married,unknown,no,no,no,cellular,nov,tue,82,1,0,nonexistent,no
45,entrepreneur,married,university.degree,unknown,no,no,telephone,jun,fri,49,4,0,nonexistent,no
33,unemployed,divorced,professional.course,no,yes,no,telephone,aug,mon,331,1,0,nonexistent,no
33,admin.,married,high.school,no,yes,no,telephone,jun,tue,361,1,0,nonexistent,no
41,admin.,single,basic.6y,no,no,no,telephone,jun,wed,168,1,0,nonexistent,no
36,blue-collar,single,basic.9y,unknown,unknown,unknown,telephone,jun,fri,25,3,0,nonexistent,no
34,unknown,married,basic.4y,no,no,no,telephone,apr,mon,151,3,0,nonexistent,no
56,entrepreneur,married,university.degree,no,no,no,cellular,apr,thu,196,1,1,success,no
33,technician,single,professional.course,no,no,no,cellular,aug,thu,103,1,0,nonexistent,no
27,admin.,single,high.school,unknown,no,no,cellular,jul,mon,510,6,0,nonexistent,no
44,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,mon,41,5,0,nonexistent,no
54,admin.,married,university.degree,no,no,no,cellular,jun,wed,77,2,0,nonexistent,no
27,admin.,single,university.degree,no,no,no,telephone,jul,mon,86,9,0,nonexistent,no
31,services,single,high.school,no,yes,no,cellular,nov,thu,475,1,0,nonexistent,no
31,blue-collar,single,high.school,no,yes,no,cellular,may,wed,116,2,2,failure,no
36,services,single,basic.6y,unknown,yes,no,telephone,may,fri,1222,5,0,nonexistent,no
50,management,married,basic.4y,unknown,no,no,telephone,jun,tue,847,3,0,nonexistent,no
53,technician,married,professional.course,unknown,no,no,telephone,jun,fri,421,6,0,nonexistent,no
41,admin.,divorced,high.school,no,no,no,telephone,jun,mon,686,11,0,nonexistent,yes
48,admin.,married,high.school,no,yes,yes,telephone,jun,thu,89,1,0,nonexistent,no
43,blue-collar,married,basic.4y,unknown,no,no,telephone,may,fri,42,8,0,nonexistent,no
37,entrepreneur,married,basic.9y,no,no,no,cellular,may,mon,238,2,1,failure,no
30,services,single,high.school,no,no,no,telephone,jun,mon,132,6,0,nonexistent,no
53,admin.,divorced,university.degree,no,no,no,telephone,jun,fri,80,5,0,nonexistent,no
34,admin.,divorced,university.degree,no,yes,no,cellular,may,tue,25,4,0,nonexistent,no
54,housemaid,married,basic.9y,no,no,no,cellular,nov,wed,362,3,0,nonexistent,no
29,admin.,single,high.school,no,yes,no,cellular,may,thu,566,2,0,nonexistent,yes
46,admin.,married,university.degree,no,yes,no,cellular,apr,mon,75,1,0,nonexistent,no
30,technician,single,university.degree,no,no,no,cellular,nov,fri,307,2,0,nonexistent,no
32,admin.,single,university.degree,no,no,no,cellular,jul,wed,76,2,0,nonexistent,no
80,retired,married,basic.4y,no,yes,yes,cellular,oct,tue,78,1,1,failure,no
64,retired,married,basic.4y,no,unknown,unknown,telephone,aug,fri,245,3,0,nonexistent,yes
38,unknown,married,unknown,no,yes,yes,cellular,aug,wed,60,4,0,nonexistent,no
38,admin.,married,university.degree,no,yes,no,telephone,jun,thu,197,1,0,nonexistent,no
31,blue-collar,single,basic.4y,no,no,no,telephone,jun,thu,590,3,0,nonexistent,yes
27,student,single,university.degree,no,no,no,cellular,apr,fri,227,1,1,failure,yes
42,technician,single,university.degree,no,yes,no,cellular,aug,thu,213,1,0,nonexistent,no
31,admin.,single,university.degree,no,yes,no,cellular,nov,thu,239,2,0,nonexistent,no
43,admin.,single,university.degree,no,no,no,cellular,nov,wed,97,1,0,nonexistent,no
65,retired,married,basic.4y,no,yes,no,telephone,oct,thu,138,4,0,nonexistent,no
56,retired,divorced,basic.4y,unknown,no,no,telephone,jun,fri,75,4,0,nonexistent,no
35,admin.,married,university.degree,no,yes,no,telephone,may,mon,155,1,0,nonexistent,no
39,blue-collar,single,basic.4y,unknown,yes,no,cellular,jul,thu,6,12,0,nonexistent,no
30,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,231,1,0,nonexistent,no
33,admin.,married,university.degree,no,yes,no,telephone,sep,thu,217,2,0,nonexistent,no
40,blue-collar,married,unknown,unknown,no,no,cellular,may,fri,265,1,1,failure,no
42,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,266,3,0,nonexistent,no
78,unknown,married,unknown,no,yes,no,cellular,sep,wed,234,1,1,failure,yes
47,technician,married,unknown,unknown,yes,no,cellular,nov,fri,57,2,1,failure,no
39,management,single,university.degree,no,no,no,cellular,may,thu,122,2,0,nonexistent,no
36,management,married,university.degree,no,yes,no,cellular,jul,thu,350,2,0,nonexistent,no
37,management,married,university.degree,no,yes,yes,cellular,nov,mon,176,2,0,nonexistent,no
34,blue-collar,single,high.school,no,yes,no,cellular,nov,tue,257,1,0,nonexistent,no
42,admin.,married,university.degree,unknown,yes,no,telephone,jun,thu,160,2,0,nonexistent,no
51,blue-collar,married,high.school,no,no,no,cellular,jul,mon,110,1,0,nonexistent,no
38,admin.,single,unknown,unknown,no,no,telephone,jun,tue,681,2,0,nonexistent,no
27,self-employed,married,professional.course,no,no,no,telephone,nov,wed,669,1,0,nonexistent,yes
53,entrepreneur,divorced,university.degree,no,no,no,telephone,jul,wed,383,2,0,nonexistent,no
43,management,married,university.degree,no,yes,no,telephone,may,fri,339,4,0,nonexistent,no
36,admin.,married,university.degree,unknown,no,no,cellular,jul,tue,97,1,0,nonexistent,no
40,housemaid,married,basic.4y,no,no,no,telephone,jun,mon,286,1,0,nonexistent,no
33,admin.,single,university.degree,no,yes,no,cellular,nov,wed,101,2,1,failure,no
36,technician,married,unknown,no,no,no,telephone,may,tue,105,2,0,nonexistent,no
23,student,single,unknown,no,no,no,cellular,jul,tue,165,2,1,success,yes
40,entrepreneur,married,basic.9y,unknown,yes,yes,telephone,may,tue,246,3,0,nonexistent,no
35,admin.,married,professional.course,no,yes,no,cellular,may,mon,76,2,1,success,no
48,blue-collar,married,professional.course,no,no,no,cellular,jul,thu,22,25,0,nonexistent,no
36,services,married,basic.6y,unknown,yes,no,cellular,may,mon,102,6,1,failure,no
70,housemaid,divorced,basic.4y,no,no,no,telephone,aug,tue,90,3,1,failure,no
54,technician,divorced,professional.course,no,no,no,telephone,may,tue,182,1,0,nonexistent,no
47,admin.,married,university.degree,no,yes,no,telephone,jun,tue,50,2,0,nonexistent,no
42,management,married,high.school,no,no,no,cellular,nov,thu,59,2,0,nonexistent,no
28,technician,single,university.degree,unknown,no,no,telephone,jul,tue,38,3,0,nonexistent,no
24,technician,divorced,professional.course,no,yes,no,cellular,apr,fri,107,1,1,failure,no
31,management,married,university.degree,no,no,no,cellular,aug,mon,154,4,0,nonexistent,no
46,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,wed,196,2,0,nonexistent,no
65,retired,married,high.school,no,yes,no,cellular,oct,thu,201,5,1,success,no
52,services,divorced,high.school,unknown,yes,no,cellular,nov,mon,734,1,0,nonexistent,no
32,technician,married,university.degree,no,no,yes,cellular,aug,thu,975,4,0,nonexistent,yes
29,admin.,married,university.degree,no,yes,no,cellular,may,tue,212,1,0,nonexistent,no
56,technician,divorced,professional.course,no,no,no,cellular,jul,tue,143,1,0,nonexistent,no
37,technician,married,professional.course,no,yes,no,cellular,nov,thu,63,2,1,failure,no
36,management,married,basic.9y,no,yes,yes,cellular,may,wed,438,1,0,nonexistent,no
34,technician,divorced,university.degree,no,yes,no,cellular,nov,fri,526,1,0,nonexistent,no
50,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,92,1,0,nonexistent,no
25,admin.,married,unknown,no,no,no,telephone,jun,wed,490,2,0,nonexistent,no
31,self-employed,married,university.degree,no,yes,no,cellular,nov,mon,332,1,0,nonexistent,no
28,admin.,single,university.degree,no,yes,no,cellular,mar,thu,370,1,1,success,no
34,management,married,university.degree,no,unknown,unknown,cellular,mar,tue,57,4,0,nonexistent,no
38,technician,married,professional.course,no,no,no,telephone,jul,wed,56,1,0,nonexistent,no
29,technician,single,professional.course,no,no,no,cellular,aug,wed,111,1,0,nonexistent,no
29,admin.,single,university.degree,no,yes,yes,cellular,aug,fri,493,1,0,nonexistent,no
40,admin.,divorced,university.degree,no,no,no,cellular,jul,mon,114,4,0,nonexistent,no
61,blue-collar,married,high.school,no,no,no,cellular,oct,wed,190,1,1,success,no
48,management,married,basic.9y,no,yes,no,telephone,jun,fri,384,2,0,nonexistent,no
30,technician,single,university.degree,unknown,yes,no,cellular,aug,thu,123,1,0,nonexistent,no
32,unemployed,divorced,basic.4y,no,unknown,unknown,telephone,may,thu,23,4,0,nonexistent,no
38,management,divorced,university.degree,no,no,yes,cellular,apr,mon,72,1,1,failure,no
25,student,single,university.degree,no,no,no,telephone,jul,fri,178,2,0,nonexistent,no
37,blue-collar,married,basic.6y,no,no,no,cellular,may,mon,54,1,0,nonexistent,no
72,retired,divorced,university.degree,no,no,no,cellular,aug,mon,220,16,1,failure,no
36,technician,single,professional.course,no,no,no,telephone,jul,thu,237,7,0,nonexistent,no
49,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,106,12,0,nonexistent,no
52,services,married,high.school,unknown,unknown,unknown,cellular,aug,mon,116,5,0,nonexistent,no
38,blue-collar,married,basic.9y,unknown,yes,no,telephone,jun,mon,493,3,0,nonexistent,no
32,self-employed,divorced,university.degree,no,no,yes,telephone,jun,tue,254,21,0,nonexistent,no
19,student,single,unknown,no,unknown,unknown,cellular,apr,mon,213,3,0,nonexistent,yes
43,management,married,university.degree,no,no,no,cellular,aug,tue,123,3,0,nonexistent,no
45,admin.,married,unknown,no,no,no,cellular,may,thu,177,2,0,nonexistent,no
31,technician,single,high.school,no,yes,no,cellular,aug,tue,193,2,0,nonexistent,no
61,unknown,single,basic.4y,no,yes,no,cellular,may,tue,154,1,0,nonexistent,no
25,blue-collar,married,high.school,unknown,no,no,cellular,jul,tue,169,4,0,nonexistent,no
49,entrepreneur,married,university.degree,no,yes,no,cellular,apr,mon,334,1,0,nonexistent,no
48,housemaid,married,basic.4y,unknown,yes,no,cellular,aug,mon,441,2,0,nonexistent,no
48,services,married,basic.4y,unknown,yes,no,cellular,aug,thu,137,1,0,nonexistent,no
51,entrepreneur,divorced,university.degree,no,unknown,unknown,cellular,jul,mon,19,14,0,nonexistent,no
47,technician,single,university.degree,unknown,yes,yes,telephone,may,mon,118,6,0,nonexistent,no
38,blue-collar,single,basic.6y,unknown,yes,no,telephone,jun,mon,97,6,0,nonexistent,no
44,blue-collar,divorced,basic.4y,no,no,no,telephone,jun,wed,34,2,0,nonexistent,no
57,admin.,married,university.degree,no,yes,no,telephone,jun,fri,27,3,0,nonexistent,no
42,management,married,university.degree,no,yes,no,cellular,aug,thu,715,4,0,nonexistent,no
59,retired,single,high.school,no,yes,no,cellular,jul,thu,143,2,0,nonexistent,no
23,admin.,single,professional.course,no,yes,no,cellular,jul,wed,245,1,0,nonexistent,no
36,admin.,married,university.degree,no,no,no,cellular,nov,fri,569,1,0,nonexistent,no
28,student,single,university.degree,no,yes,yes,cellular,may,fri,108,2,0,nonexistent,no
48,management,married,university.degree,no,no,no,telephone,may,fri,75,1,0,nonexistent,no
47,technician,single,professional.course,no,yes,no,cellular,aug,thu,396,3,0,nonexistent,no
55,technician,married,basic.4y,unknown,yes,no,telephone,may,fri,316,7,0,nonexistent,no
28,services,married,high.school,no,yes,no,telephone,may,tue,176,4,0,nonexistent,no
50,admin.,married,university.degree,no,yes,no,telephone,jun,wed,407,1,0,nonexistent,no
33,technician,single,basic.9y,no,no,no,cellular,sep,fri,105,2,0,nonexistent,no
54,blue-collar,divorced,unknown,unknown,yes,no,telephone,may,fri,370,1,0,nonexistent,no
35,blue-collar,married,basic.6y,no,no,no,cellular,nov,wed,220,2,0,nonexistent,no
46,entrepreneur,married,university.degree,no,yes,no,telephone,may,mon,105,11,0,nonexistent,no
67,retired,single,university.degree,no,yes,yes,cellular,mar,mon,70,22,0,nonexistent,no
25,blue-collar,single,high.school,no,no,no,telephone,may,fri,1212,3,0,nonexistent,no
40,services,single,university.degree,no,no,no,telephone,may,wed,112,2,0,nonexistent,no
40,admin.,married,university.degree,no,no,no,telephone,jun,fri,44,5,0,nonexistent,no
39,admin.,divorced,high.school,no,yes,yes,cellular,jul,tue,180,9,0,nonexistent,no
25,admin.,married,high.school,no,yes,no,telephone,jun,fri,534,3,0,nonexistent,no
26,unknown,single,high.school,unknown,yes,yes,telephone,jun,wed,524,15,0,nonexistent,yes
35,services,married,professional.course,no,yes,no,cellular,apr,thu,218,2,1,success,yes
40,blue-collar,married,unknown,no,no,no,cellular,jul,tue,117,3,0,nonexistent,no
39,admin.,married,high.school,no,no,no,telephone,may,mon,6,4,0,nonexistent,no
26,admin.,single,high.school,no,yes,no,cellular,may,mon,211,2,1,failure,no
54,blue-collar,married,basic.9y,no,yes,no,cellular,aug,mon,956,1,0,nonexistent,yes
45,technician,married,high.school,no,yes,yes,cellular,aug,fri,243,1,0,nonexistent,no
53,admin.,divorced,high.school,no,yes,no,cellular,jun,mon,70,1,1,failure,no
57,admin.,married,basic.4y,unknown,yes,no,cellular,jul,tue,150,2,0,nonexistent,no
34,blue-collar,married,basic.9y,no,no,yes,cellular,may,wed,439,1,0,nonexistent,no
50,management,married,university.degree,unknown,no,no,telephone,may,thu,587,1,0,nonexistent,no
32,admin.,divorced,university.degree,no,yes,no,cellular,jul,thu,668,1,0,nonexistent,no
50,services,married,basic.4y,unknown,yes,yes,cellular,apr,thu,260,1,0,nonexistent,no
35,technician,married,professional.course,no,yes,no,cellular,may,fri,226,5,0,nonexistent,no
54,admin.,married,professional.course,no,no,no,cellular,nov,tue,1868,2,1,success,yes
